"ensembl_id","ensembl_gene_id","gene_name","gene_biotype","entrezid","description"
"ENSDARG00000031693","ENSDARG00000031693","kif9","protein_coding",553438,"kinesin family member 9 [Source:ZFIN;Acc:ZDB-GENE-160728-129]"
"ENSDARG00000031698","ENSDARG00000031698","mylk2","protein_coding",558685,"myosin light chain kinase 2 [Source:ZFIN;Acc:ZDB-GENE-080616-2]"
"ENSDARG00000031702","ENSDARG00000031702","prkg1b","protein_coding",566430,"protein kinase cGMP-dependent 1b [Source:ZFIN;Acc:ZDB-GENE-080225-40]"
"ENSDARG00000031709","ENSDARG00000031709","mllt1b","protein_coding",678639,"MLLT1, super elongation complex subunit b [Source:ZFIN;Acc:ZDB-GENE-060421-7142]"
"ENSDARG00000031712","ENSDARG00000031712","grm3","protein_coding",565256,"glutamate receptor, metabotropic 3 [Source:ZFIN;Acc:ZDB-GENE-061009-13]"
"ENSDARG00000031720","ENSDARG00000031720","clstn1","protein_coding",777737,"calsyntenin 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1064]"
"ENSDARG00000031731","ENSDARG00000031731","si:ch73-27e22.6","protein_coding",NA,"si:ch73-27e22.6 [Source:ZFIN;Acc:ZDB-GENE-070705-234]"
"ENSDARG00000031737","ENSDARG00000031737","pthlha","protein_coding",554221,"parathyroid hormone-like hormone a [Source:ZFIN;Acc:ZDB-GENE-050119-9]"
"ENSDARG00000031745","ENSDARG00000031745","si:busm1-266f07.2","protein_coding",368878,"si:busm1-266f07.2 [Source:ZFIN;Acc:ZDB-GENE-030616-436]"
"ENSDARG00000031749","ENSDARG00000031749","CU861476.1","protein_coding",794255,"C3a anaphylatoxin chemotactic receptor [Source:NCBI gene;Acc:794255]"
"ENSDARG00000031751","ENSDARG00000031751","npr1a","protein_coding",560653,"natriuretic peptide receptor 1a [Source:ZFIN;Acc:ZDB-GENE-060503-539]"
"ENSDARG00000031756","ENSDARG00000031756","mef2aa","protein_coding",30564,"myocyte enhancer factor 2aa [Source:ZFIN;Acc:ZDB-GENE-990415-163]"
"ENSDARG00000031757","ENSDARG00000031757","tmc4","protein_coding",100333974,"transmembrane channel-like 4 [Source:ZFIN;Acc:ZDB-GENE-030131-7489]"
"ENSDARG00000031761","ENSDARG00000031761","dab2","protein_coding",404040,"Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040303-1]"
"ENSDARG00000031763","ENSDARG00000031763","smad6b","protein_coding",564395,"SMAD family member 6b [Source:ZFIN;Acc:ZDB-GENE-050419-198]"
"ENSDARG00000031768","ENSDARG00000031768","roraa","protein_coding",564951,"RAR-related orphan receptor A, paralog a [Source:ZFIN;Acc:ZDB-GENE-060306-2]"
"ENSDARG00000031770","ENSDARG00000031770","kat7b","protein_coding",323181,"K(lysine) acetyltransferase 7b [Source:ZFIN;Acc:ZDB-GENE-030131-1901]"
"ENSDARG00000031774","ENSDARG00000031774","pus7","protein_coding",402995,"pseudouridylate synthase 7 [Source:ZFIN;Acc:ZDB-GENE-060620-1]"
"ENSDARG00000031775","ENSDARG00000031775","ube2s","protein_coding",565498,"ubiquitin-conjugating enzyme E2S [Source:ZFIN;Acc:ZDB-GENE-050913-92]"
"ENSDARG00000031776","ENSDARG00000031776","zgc:92066","protein_coding",436651,"zgc:92066 [Source:ZFIN;Acc:ZDB-GENE-040718-72]"
"ENSDARG00000031777","ENSDARG00000031777","pparaa","protein_coding",563298,"peroxisome proliferator-activated receptor alpha a [Source:ZFIN;Acc:ZDB-GENE-041210-169]"
"ENSDARG00000031782","ENSDARG00000031782","crybg1a","protein_coding",556848,"crystallin beta-gamma domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-041008-100]"
"ENSDARG00000031783","ENSDARG00000031783","adcy8","protein_coding",100148976,"adenylate cyclase 8 (brain) [Source:ZFIN;Acc:ZDB-GENE-070912-197]"
"ENSDARG00000031795","ENSDARG00000031795","abcf1","protein_coding",406467,"ATP-binding cassette, sub-family F (GCN20), member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-31]"
"ENSDARG00000031796","ENSDARG00000031796","ache","protein_coding",114549,"acetylcholinesterase [Source:ZFIN;Acc:ZDB-GENE-010906-1]"
"ENSDARG00000031809","ENSDARG00000031809","rbm24b","protein_coding",562236,"RNA binding motif protein 24b [Source:ZFIN;Acc:ZDB-GENE-060312-43]"
"ENSDARG00000031814","ENSDARG00000031814","dhrs13b","protein_coding",445116,"dehydrogenase/reductase (SDR family) member 13b [Source:ZFIN;Acc:ZDB-GENE-040801-253]"
"ENSDARG00000031817","ENSDARG00000031817","trim2a","protein_coding",100003782,"tripartite motif containing 2a [Source:ZFIN;Acc:ZDB-GENE-050327-99]"
"ENSDARG00000031819","ENSDARG00000031819","eif4ebp2","protein_coding",386945,"eukaryotic translation initiation factor 4E binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-031118-83]"
"ENSDARG00000031836","ENSDARG00000031836","vps37c","protein_coding",777738,"vacuolar protein sorting 37 homolog C (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-061110-126]"
"ENSDARG00000031845","ENSDARG00000031845","mboat2a","protein_coding",570695,"membrane bound O-acyltransferase domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-041210-257]"
"ENSDARG00000031848","ENSDARG00000031848","pparg","protein_coding",557037,"peroxisome proliferator-activated receptor gamma [Source:ZFIN;Acc:ZDB-GENE-990415-213]"
"ENSDARG00000031875","ENSDARG00000031875","trpa1b","protein_coding",474353,"transient receptor potential cation channel, subfamily A, member 1b [Source:ZFIN;Acc:ZDB-GENE-050106-1]"
"ENSDARG00000031876","ENSDARG00000031876","pard6ga","protein_coding",100170824,"par-6 family cell polarity regulator gamma a [Source:ZFIN;Acc:ZDB-GENE-050923-1]"
"ENSDARG00000031885","ENSDARG00000031885","psmb12","protein_coding",64279,"proteasome subunit beta 12 [Source:ZFIN;Acc:ZDB-GENE-001208-1]"
"ENSDARG00000031886","ENSDARG00000031886","ift140","protein_coding",553213,"intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165]"
"ENSDARG00000031888","ENSDARG00000031888","mapk8a","protein_coding",562720,"mitogen-activated protein kinase 8a [Source:ZFIN;Acc:ZDB-GENE-080218-17]"
"ENSDARG00000031890","ENSDARG00000031890","tcp11l1","protein_coding",541488,"t-complex 11, testis-specific-like 1 [Source:ZFIN;Acc:ZDB-GENE-050327-11]"
"ENSDARG00000031891","ENSDARG00000031891","tbx1","protein_coding",368206,"T-box 1 [Source:ZFIN;Acc:ZDB-GENE-030805-5]"
"ENSDARG00000031894","ENSDARG00000031894","lef1","protein_coding",30701,"lymphoid enhancer-binding factor 1 [Source:ZFIN;Acc:ZDB-GENE-990714-26]"
"ENSDARG00000031907","ENSDARG00000031907","ptbp1b","protein_coding",321220,"polypyrimidine tract binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9796]"
"ENSDARG00000031911","ENSDARG00000031911","tns3.2","protein_coding",571402,"tensin 3, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081031-95]"
"ENSDARG00000031915","ENSDARG00000031915","hif1an","protein_coding",373126,"hypoxia inducible factor 1 subunit alpha inhibitor [Source:ZFIN;Acc:ZDB-GENE-030826-19]"
"ENSDARG00000031929","ENSDARG00000031929","stard14","protein_coding",100001416,"START domain containing 14 [Source:ZFIN;Acc:ZDB-GENE-040426-963]"
"ENSDARG00000031930","ENSDARG00000031930","erc1b","protein_coding",NA,"ELKS/RAB6-interacting/CAST family member 1b [Source:ZFIN;Acc:ZDB-GENE-041210-51]"
"ENSDARG00000031952","ENSDARG00000031952","mb","protein_coding",393558,"myoglobin [Source:ZFIN;Acc:ZDB-GENE-040426-1430]"
"ENSDARG00000031954","ENSDARG00000031954","rbck1","protein_coding",431715,"RanBP-type and C3HC4-type zinc finger containing 1 [Source:ZFIN;Acc:ZDB-GENE-040704-3]"
"ENSDARG00000031956","ENSDARG00000031956","tmem63a","protein_coding",557924,"transmembrane protein 63A [Source:ZFIN;Acc:ZDB-GENE-041210-107]"
"ENSDARG00000031968","ENSDARG00000031968","cpped1","protein_coding",492772,"calcineurin-like phosphoesterase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-118]"
"ENSDARG00000031971","ENSDARG00000031971","kdelc1","protein_coding",393905,"KDEL (Lys-Asp-Glu-Leu) containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-878]"
"ENSDARG00000031976","ENSDARG00000031976","nos2b","protein_coding",563654,"nitric oxide synthase 2b, inducible [Source:ZFIN;Acc:ZDB-GENE-080916-1]"
"ENSDARG00000031981","ENSDARG00000031981","pcbd1","protein_coding",393787,"pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha [Source:ZFIN;Acc:ZDB-GENE-040426-1787]"
"ENSDARG00000031983","ENSDARG00000031983","six4b","protein_coding",65232,"SIX homeobox 4b [Source:ZFIN;Acc:ZDB-GENE-010201-1]"
"ENSDARG00000031985","ENSDARG00000031985","ptpa","protein_coding",445031,"protein phosphatase 2 phosphatase activator [Source:ZFIN;Acc:ZDB-GENE-040801-11]"
"ENSDARG00000032005","ENSDARG00000032005","ccdc65","protein_coding",368824,"coiled-coil domain containing 65 [Source:ZFIN;Acc:ZDB-GENE-030616-358]"
"ENSDARG00000032010","ENSDARG00000032010","slc15a2","protein_coding",556684,"solute carrier family 15 (oligopeptide transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5866]"
"ENSDARG00000032013","ENSDARG00000032013","pafah1b1a","protein_coding",394246,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1a [Source:ZFIN;Acc:ZDB-GENE-040116-2]"
"ENSDARG00000032037","ENSDARG00000032037","bet1l","protein_coding",445493,"Bet1 golgi vesicular membrane trafficking protein-like [Source:ZFIN;Acc:ZDB-GENE-040822-2]"
"ENSDARG00000032039","ENSDARG00000032039","mxd1","protein_coding",570082,"MAX dimerization protein 1 [Source:ZFIN;Acc:ZDB-GENE-060526-246]"
"ENSDARG00000032043","ENSDARG00000032043","ftr16","protein_coding",562315,"finTRIM family, member 16 [Source:ZFIN;Acc:ZDB-GENE-070912-126]"
"ENSDARG00000032049","ENSDARG00000032049","enah","protein_coding",541394,"enabled homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-010323-11]"
"ENSDARG00000032056","ENSDARG00000032056","arl6","protein_coding",494134,"ADP-ribosylation factor-like 6 [Source:ZFIN;Acc:ZDB-GENE-041219-2]"
"ENSDARG00000032072","ENSDARG00000032072","cdk16","protein_coding",559750,"cyclin-dependent kinase 16 [Source:ZFIN;Acc:ZDB-GENE-030131-2939]"
"ENSDARG00000032077","ENSDARG00000032077","BX323082.1","unprocessed_pseudogene",564425,"major facilitator superfamily domain containing 12b [Source:NCBI gene;Acc:564425]"
"ENSDARG00000032079","ENSDARG00000032079","acsl3a","protein_coding",567157,"acyl-CoA synthetase long chain family member 3a [Source:ZFIN;Acc:ZDB-GENE-050420-181]"
"ENSDARG00000032083","ENSDARG00000032083","dpysl2b","protein_coding",553412,"dihydropyrimidinase-like 2b [Source:ZFIN;Acc:ZDB-GENE-031105-1]"
"ENSDARG00000032087","ENSDARG00000032087","sgsh","protein_coding",563849,"N-sulfoglucosamine sulfohydrolase (sulfamidase) [Source:ZFIN;Acc:ZDB-GENE-030131-4958]"
"ENSDARG00000032098","ENSDARG00000032098","c8g","protein_coding",393837,"complement component 8, gamma polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1898]"
"ENSDARG00000032102","ENSDARG00000032102","prdx3","protein_coding",373079,"peroxiredoxin 3 [Source:ZFIN;Acc:ZDB-GENE-030826-18]"
"ENSDARG00000032103","ENSDARG00000032103","mapk6","protein_coding",565830,"mitogen-activated protein kinase 6 [Source:ZFIN;Acc:ZDB-GENE-050420-7]"
"ENSDARG00000032114","ENSDARG00000032114","slain2","protein_coding",557946,"SLAIN motif family, member 2 [Source:ZFIN;Acc:ZDB-GENE-041014-251]"
"ENSDARG00000032116","ENSDARG00000032116","cnot7","protein_coding",768119,"CCR4-NOT transcription complex, subunit 7 [Source:ZFIN;Acc:ZDB-GENE-061013-29]"
"ENSDARG00000032117","ENSDARG00000032117","ddx1","protein_coding",556790,"DEAD (Asp-Glu-Ala-Asp) box helicase 1 [Source:ZFIN;Acc:ZDB-GENE-041001-215]"
"ENSDARG00000032126","ENSDARG00000032126","scg5","protein_coding",100330746,"secretogranin V [Source:ZFIN;Acc:ZDB-GENE-040426-1687]"
"ENSDARG00000032129","ENSDARG00000032129","gtf2f1","protein_coding",325832,"general transcription factor IIF, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4557]"
"ENSDARG00000032131","ENSDARG00000032131","drd3","protein_coding",282554,"dopamine receptor D3 [Source:ZFIN;Acc:ZDB-GENE-021119-1]"
"ENSDARG00000032155","ENSDARG00000032155","ppm1aa","protein_coding",30704,"protein phosphatase, Mg2+/Mn2+ dependent, 1Aa [Source:ZFIN;Acc:ZDB-GENE-991102-15]"
"ENSDARG00000032156","ENSDARG00000032156","zgc:171776","protein_coding",571939,"zgc:171776 [Source:ZFIN;Acc:ZDB-GENE-071004-36]"
"ENSDARG00000032157","ENSDARG00000032157","grk6","protein_coding",561288,"G protein-coupled receptor kinase 6 [Source:ZFIN;Acc:ZDB-GENE-101006-5]"
"ENSDARG00000032161","ENSDARG00000032161","srgap2","protein_coding",556198,"SLIT-ROBO Rho GTPase activating protein 2 [Source:ZFIN;Acc:ZDB-GENE-060915-2]"
"ENSDARG00000032175","ENSDARG00000032175","puf60a","protein_coding",562370,"poly-U binding splicing factor a [Source:ZFIN;Acc:ZDB-GENE-030131-2891]"
"ENSDARG00000032188","ENSDARG00000032188","lrrc8aa","protein_coding",327642,"leucine rich repeat containing 8 VRAC subunit Aa [Source:ZFIN;Acc:ZDB-GENE-030131-5853]"
"ENSDARG00000032197","ENSDARG00000032197","klf12b","protein_coding",100126139,"Kruppel-like factor 12b [Source:ZFIN;Acc:ZDB-GENE-071004-22]"
"ENSDARG00000032199","ENSDARG00000032199","gpc3","protein_coding",387365,"glypican 3 [Source:ZFIN;Acc:ZDB-GENE-031212-1]"
"ENSDARG00000032206","ENSDARG00000032206","cthl","protein_coding",445818,"cystathionase (cystathionine gamma-lyase), like [Source:ZFIN;Acc:ZDB-GENE-040905-3]"
"ENSDARG00000032218","ENSDARG00000032218","acss3","protein_coding",566019,"acyl-CoA synthetase short chain family member 3 [Source:ZFIN;Acc:ZDB-GENE-060503-816]"
"ENSDARG00000032221","ENSDARG00000032221","phactr4b","protein_coding",393643,"phosphatase and actin regulator 4b [Source:ZFIN;Acc:ZDB-GENE-040426-1131]"
"ENSDARG00000032234","ENSDARG00000032234","wnt2bb","protein_coding",556087,"wingless-type MMTV integration site family, member 2Bb [Source:ZFIN;Acc:ZDB-GENE-060824-6]"
"ENSDARG00000032237","ENSDARG00000032237","anapc4","protein_coding",494046,"anaphase promoting complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-041212-10]"
"ENSDARG00000032238","ENSDARG00000032238","dnm3a","protein_coding",557996,"dynamin 3a [Source:ZFIN;Acc:ZDB-GENE-040724-76]"
"ENSDARG00000032242","ENSDARG00000032242","tnnt2c","protein_coding",353248,"troponin T2c, cardiac [Source:ZFIN;Acc:ZDB-GENE-030520-1]"
"ENSDARG00000032246","ENSDARG00000032246","tmtopsb","protein_coding",100334480,"teleost multiple tissue opsin b [Source:ZFIN;Acc:ZDB-GENE-091118-50]"
"ENSDARG00000032256","ENSDARG00000032256","txndc16","protein_coding",556973,"thioredoxin domain containing 16 [Source:ZFIN;Acc:ZDB-GENE-100712-1]"
"ENSDARG00000032261","ENSDARG00000032261","rngtt","protein_coding",405803,"RNA guanylyltransferase and 5'-phosphatase [Source:ZFIN;Acc:ZDB-GENE-040426-2087]"
"ENSDARG00000032263","ENSDARG00000032263","zgc:110224","protein_coding",550335,"zgc:110224 [Source:ZFIN;Acc:ZDB-GENE-050417-120]"
"ENSDARG00000032264","ENSDARG00000032264","mybl2b","protein_coding",445390,"v-myb avian myeloblastosis viral oncogene homolog-like 2b [Source:ZFIN;Acc:ZDB-GENE-041007-1]"
"ENSDARG00000032272","ENSDARG00000032272","sat1b","protein_coding",567881,"spermidine/spermine N1-acetyltransferase 1b [Source:ZFIN;Acc:ZDB-GENE-041001-39]"
"ENSDARG00000032277","ENSDARG00000032277","rars2","protein_coding",393589,"arginyl-tRNA synthetase 2, mitochondrial (putative) [Source:ZFIN;Acc:ZDB-GENE-040426-1244]"
"ENSDARG00000032285","ENSDARG00000032285","zgc:113294","protein_coding",541422,"zgc:113294 [Source:ZFIN;Acc:ZDB-GENE-050320-124]"
"ENSDARG00000032296","ENSDARG00000032296","pomp","protein_coding",445030,"proteasome maturation protein [Source:ZFIN;Acc:ZDB-GENE-040801-10]"
"ENSDARG00000032298","ENSDARG00000032298","tbc1d20","protein_coding",573993,"TBC1 domain family, member 20 [Source:ZFIN;Acc:ZDB-GENE-050626-61]"
"ENSDARG00000032317","ENSDARG00000032317","tox","protein_coding",569666,"thymocyte selection-associated high mobility group box [Source:ZFIN;Acc:ZDB-GENE-070912-181]"
"ENSDARG00000032318","ENSDARG00000032318","mfsd6a","protein_coding",100034426,"major facilitator superfamily domain containing 6a [Source:ZFIN;Acc:ZDB-GENE-050208-335]"
"ENSDARG00000032319","ENSDARG00000032319","mest","protein_coding",30242,"mesoderm specific transcript [Source:ZFIN;Acc:ZDB-GENE-991111-5]"
"ENSDARG00000032324","ENSDARG00000032324","epb41l5","protein_coding",368449,"erythrocyte membrane protein band 4.1 like 5 [Source:ZFIN;Acc:ZDB-GENE-030616-450]"
"ENSDARG00000032326","ENSDARG00000032326","mecr","protein_coding",550550,"mitochondrial trans-2-enoyl-CoA reductase [Source:ZFIN;Acc:ZDB-GENE-050417-399]"
"ENSDARG00000032327","ENSDARG00000032327","usp36","protein_coding",327239,"ubiquitin specific peptidase 36 [Source:ZFIN;Acc:ZDB-GENE-030131-5450]"
"ENSDARG00000032340","ENSDARG00000032340","serhl","protein_coding",322648,"serine hydrolase-like [Source:ZFIN;Acc:ZDB-GENE-030131-1368]"
"ENSDARG00000032344","ENSDARG00000032344","pde4a","protein_coding",572061,"phosphodiesterase 4A, cAMP-specific [Source:ZFIN;Acc:ZDB-GENE-131125-7]"
"ENSDARG00000032353","ENSDARG00000032353","tiprl","protein_coding",393636,"TIP41, TOR signaling pathway regulator-like (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-1611]"
"ENSDARG00000032369","ENSDARG00000032369","btbd6b","protein_coding",553533,"BTB (POZ) domain containing 6b [Source:ZFIN;Acc:ZDB-GENE-030829-65]"
"ENSDARG00000032372","ENSDARG00000032372","ccdc180","protein_coding",100538012,"coiled-coil domain containing 180 [Source:ZFIN;Acc:ZDB-GENE-130530-582]"
"ENSDARG00000032373","ENSDARG00000032373","rnf145b","protein_coding",327056,"ring finger protein 145b [Source:ZFIN;Acc:ZDB-GENE-030131-5264]"
"ENSDARG00000032380","ENSDARG00000032380","ompb","protein_coding",317636,"olfactory marker protein b [Source:ZFIN;Acc:ZDB-GENE-030103-1]"
"ENSDARG00000032389","ENSDARG00000032389","tspan12","protein_coding",394127,"tetraspanin 12 [Source:ZFIN;Acc:ZDB-GENE-040426-1285]"
"ENSDARG00000032405","ENSDARG00000032405","ckap4","protein_coding",406549,"cytoskeleton associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2417]"
"ENSDARG00000032426","ENSDARG00000032426","COQ8A (1 of many)","protein_coding",327332,"coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812]"
"ENSDARG00000032430","ENSDARG00000032430","ppp2r1bb","protein_coding",449548,"protein phosphatase 2, regulatory subunit A, beta b [Source:ZFIN;Acc:ZDB-GENE-040927-20]"
"ENSDARG00000032431","ENSDARG00000032431","mpv17","protein_coding",394140,"MpV17 mitochondrial inner membrane protein [Source:ZFIN;Acc:ZDB-GENE-040426-1168]"
"ENSDARG00000032435","ENSDARG00000032435","itga9","protein_coding",394012,"integrin, alpha 9 [Source:ZFIN;Acc:ZDB-GENE-040426-1129]"
"ENSDARG00000032458","ENSDARG00000032458","mark2b","protein_coding",100005996,"MAP/microtubule affinity-regulating kinase 2b [Source:ZFIN;Acc:ZDB-GENE-080215-4]"
"ENSDARG00000032465","ENSDARG00000032465","slc1a8b","protein_coding",564474,"solute carrier family 1 (glutamate transporter), member 8b [Source:ZFIN;Acc:ZDB-GENE-070912-552]"
"ENSDARG00000032469","ENSDARG00000032469","ampd3b","protein_coding",333997,"adenosine monophosphate deaminase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-5929]"
"ENSDARG00000032482","ENSDARG00000032482","si:dkey-40c11.2","protein_coding",798260,"si:dkey-40c11.2 [Source:ZFIN;Acc:ZDB-GENE-060526-300]"
"ENSDARG00000032496","ENSDARG00000032496","pon1","protein_coding",447803,"paraoxonase 1 [Source:ZFIN;Acc:ZDB-GENE-040912-6]"
"ENSDARG00000032516","ENSDARG00000032516","rrp36","protein_coding",321183,"ribosomal RNA processing 36 [Source:ZFIN;Acc:ZDB-GENE-030131-9751]"
"ENSDARG00000032532","ENSDARG00000032532","arpp19a","protein_coding",393603,"cAMP-regulated phosphoprotein 19a [Source:ZFIN;Acc:ZDB-GENE-040426-1281]"
"ENSDARG00000032535","ENSDARG00000032535","praf2","protein_coding",550393,"PRA1 domain family, member 2 [Source:ZFIN;Acc:ZDB-GENE-050417-190]"
"ENSDARG00000032552","ENSDARG00000032552","march5","protein_coding",561952,"membrane-associated ring finger (C3HC4) 5 [Source:ZFIN;Acc:ZDB-GENE-070424-47]"
"ENSDARG00000032553","ENSDARG00000032553","egln3","protein_coding",406602,"egl-9 family hypoxia-inducible factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2541]"
"ENSDARG00000032565","ENSDARG00000032565","cacng2a","protein_coding",393614,"calcium channel, voltage-dependent, gamma subunit 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1401]"
"ENSDARG00000032571","ENSDARG00000032571","il20ra","protein_coding",556728,"interleukin 20 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-249]"
"ENSDARG00000032575","ENSDARG00000032575","ywhaz","protein_coding",336610,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:ZFIN;Acc:ZDB-GENE-030131-8554]"
"ENSDARG00000032577","ENSDARG00000032577","clcn6","protein_coding",568122,"chloride channel 6 [Source:ZFIN;Acc:ZDB-GENE-030131-2056]"
"ENSDARG00000032578","ENSDARG00000032578","pax2b","protein_coding",60638,"paired box 2b [Source:ZFIN;Acc:ZDB-GENE-001030-4]"
"ENSDARG00000032584","ENSDARG00000032584","thnsl2","protein_coding",641568,"threonine synthase-like 2 [Source:ZFIN;Acc:ZDB-GENE-051127-19]"
